Feature,COANC_B04-T0-1_neg_4282025_169,COANC_B04-T0-1_neg_4282025_170,COANC_B04-T0-1_neg_4282025_171,COANC_B04-T0-2_neg_4282025_172,COANC_B04-T0-2_neg_4282025_173,COANC_B04-T0-2_neg_4282025_174,COANC_B04-T1-1_neg_4282025_175,COANC_B04-T1-1_neg_4282025_176,COANC_B04-T1-1_neg_4282025_177,COANC_B04-T1-2_neg_4282025_178,COANC_B04-T1-2_neg_4282025_179,COANC_B04-T1-2_neg_4282025_180,COANC_B04-T2-1_neg_4282025_181,COANC_B04-T2-1_neg_4282025_182,COANC_B04-T2-1_neg_4282025_183,COANC_B04-T2-2_neg_4282025_184,COANC_B04-T2-2_neg_4282025_185,COANC_B04-T2-2_neg_4282025_186,COANC_B04-T3-1_neg_4282025_187,COANC_B04-T3-1_neg_4282025_188,COANC_B04-T3-1_neg_4282025_189,COANC_B04-T3-2_neg_4282025_190,COANC_B04-T3-2_neg_4282025_191,COANC_B04-T3-2_neg_4282025_192,COANC_B04-T4-1_neg_4282025_193,COANC_B04-T4-1_neg_4282025_194,COANC_B04-T4-1_neg_4282025_195,COANC_B04-T4-2_neg_4282025_196,COANC_B04-T4-2_neg_4282025_197,COANC_B04-T4-2_neg_4282025_198,COANC_B04-T5-1_neg_4282025_199,COANC_B04-T5-1_neg_4282025_200,COANC_B04-T5-1_neg_4282025_201,COANC_B04-T5-2_neg_4282025_202,COANC_B04-T5-2_neg_4282025_203,COANC_B04-T5-2_neg_4282025_204,COANC_B04-T6-1_neg_4282025_205,COANC_B04-T6-1_neg_4282025_206,COANC_B04-T6-1_neg_4282025_207,COANC_B04-T6-2_neg_4282025_208,COANC_B04-T6-2_neg_4282025_209,COANC_B04-T6-2_neg_4282025_210,COANC_B04-T7-1_neg_4282025_211,COANC_B04-T7-1_neg_4282025_212,COANC_B04-T7-1_neg_4282025_213,COANC_B04-T7-2_neg_4282025_214,COANC_B04-T7-2_neg_4282025_215,COANC_B04-T7-2_neg_4282025_216,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
187.0965781 @ 280.6303685486012,1511567.684,923886.6103,763180.7703,1826679.665,269182.2292,683617.0761,13714680.25,13402065.2,7908391.891,132842.6938,111044.667,118352.3006,98311.40704,135067.1353,101351.1362,161709.9079,169613.3839,161266.4891,770222.4665,452123.7411,339929.0597,683109.6353,142053.4717,77427.79635,208330.6295,68049.39556,70090.37163,95603.7471,76647.55015,67852.81086,726704.9333,492258.4217,563091.7417,83062.434,93324.66035,100975.7976,255738.0601,219921.4225,171472.0512,262171.4403,143276.4375,86589.39294,63358.19549,68365.51258,75099.58426,89493.46762,58151.18122,66526.35377,27156.74316,27487.73075,29627.95646,30374.8417,28937.8342,30141.44294,29498.122,54816.13893,57237.97252,102199.4657,167487.1699,166252.0221,126811.8435,126750.3921,144411.3652,232041.5018,166597.2209,173678.438,149026.6494
223.0950996 @ 500.5654966093505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.4999933,0,0,0,0,0,965488.0139,5768.330735,0,0,0,0
465.3006616 @ 637.1175143799883,22751.07653,28165.36743,15037.63628,4149.9563,25965.50268,17061.38764,0,12064.58437,0,39929.5958,68368.3034,35447.5001,126848.8264,80628.33684,20479.59336,31111.05583,34489.9651,17794.34436,37734.2944,13991.91821,62423.00146,60997.40844,41052.18325,67352.59824,36948.86562,84536.97478,58013.17271,45498.946,83859.12511,93071.26611,84675.76727,121788.904,146980.7251,168880.3812,165260.3359,165738.4818,63631.16547,88446.12055,90715.70177,224617.9846,228125.2793,238661.382,226847.8832,226608.5009,221753.1128,223972.5556,226013.8874,232762.6454,93625.54534,90680.67692,94035.1114,89637.00356,100978.8773,94634.63536,77060.82573,7927.501909,10146.15463,1378.590074,3481.139653,6694.047213,2099.070075,1803.949423,173.6211922,0,0,0,0
175.0602926 @ 148.3410488941181,1729333.119,1328421.565,1238286.429,1225125.824,1021136.658,1168112.781,2134503.084,2047272.235,1428115.686,807754.3719,772368.904,798556.5269,794281.3103,898574.8788,804827.1828,969855.1048,956955.659,943570.9618,1375068.235,1153095.328,1074158.352,1128068.893,697560.7992,534966.0286,1228369.362,791226.4465,816710.0266,762865.7934,710878.2005,662412.6509,1129281.079,1040502.115,1081948.03,521165.966,550879.5073,560578.3384,874220.7257,806117.8351,748905.674,982985.1388,815909.8467,682565.4072,620296.2487,639627.0504,661693.7566,716795.1804,593876.9919,617888.4814,413234.299,389908.3314,393456.816,370451.6075,369278.4901,364099.8021,368187.2622,0,0,0,0,0,0,0,0,0,0,0,0
179.0552624 @ 22.0197520900607,9056266.105,5624131.819,5230220.66,9603794.115,2869931.346,4855324.484,55672483.41,49666477.12,32202940.64,2150327.148,2019136.281,2072796.85,1602729.386,1875395.079,1642884.663,1890833.827,1887574.975,1879185.288,5586529.06,3849869.777,3324719.312,4798184.262,1824159.499,1405726.752,2345336.137,1418328.35,1473487.57,1957199.365,1811263.587,1989671.747,5337578.85,3982442.176,4438926.528,1540383.975,1680511.404,1733458.848,2895019.068,2571935.132,2374114.012,3137411.901,2395668.318,1905160.624,1459916.507,1540515.233,1630207.094,1660040.098,1359467.781,1473102.357,858981.005,823539.2036,853092.2018,822212.5897,780150.2156,812581.0093,833145.5828,866.9803109,1611.726151,4513.609494,139865.6757,59186.0575,73752.96084,143.0351119,286.7481907,411.8878706,96062.11519,74121.26508,77603.51138
833.5176538 @ 645.7855655981464,406987.428,449318.4564,412119.5375,356144.5297,878796.8839,705725.3973,180042.13,28219.14985,86449.73953,1491327.548,1642611.616,1626978.79,960018.9797,924875.9048,963383.0725,823520.8408,808882.9494,809023.4475,1155027.131,1101443.99,1097573.844,615891.6171,671616.6335,711446.8458,1279936.204,1442469.422,1433833.707,784729.6318,803961.319,787833.4418,1011115.3,1016601.459,991165.2387,787608.4544,781138.5373,787851.5363,720464.9598,718924.295,718308.6357,679921.8322,682142.4251,717752.4195,2441489.787,2485451.771,2465889.829,644852.4171,641031.4366,644816.7938,790204.0311,732840.188,743104.9677,715999.1082,686233.2307,674313.2629,672200.7001,0,0,0,1601.59402,0,0,3499.144073,0,0,0,0,0
493.1555395 @ 167.4142197500927,104560.112,73809.33445,69239.90316,53144.69749,49646.8142,59551.06363,183031.684,95726.9851,130650.9625,52169.01019,49725.14691,46963.25862,31181.21261,39776.53826,32215.22207,36276.02033,27132.561,39021.25073,97038.30355,79780.2735,73624.26893,73759.53951,43557.30086,36116.21639,50953.26403,34005.36546,30848.0213,43358.37345,41267.0486,37530.86133,70865.06092,43707.68712,73492.92674,28868.68574,29957.95685,32216.41694,50301.2417,47323.22749,43060.4227,48699.12494,40752.18405,32627.55074,36087.90554,35762.33088,38012.42944,33135.97768,27998.33139,29236.27244,27998.19323,26610.7553,26012.62013,24409.37132,23296.32554,22958.88419,23518.75458,0,0,0,0,0,0,0,0,0,0,0,0
208.0956231 @ 234.4624005084424,48908.8298,45610.13333,50072.7507,44158.21308,40921.14478,43811.39211,43049.2838,45100.38084,45705.65216,49338.1467,49757.92278,48699.54231,49068.18599,21400.55168,47123.0987,34567.44006,39401.23583,39452.59683,18351.75737,31896.28093,33223.52873,41209.95228,40933.79938,43737.63294,22335.09477,40385.13932,37641.70384,40171.31738,39563.56194,41348.35476,22142.6779,30439.27297,33918.93649,45223.73353,46673.25126,27559.88964,32807.12345,33946.35406,33552.46447,39998.87778,41061.45883,39094.76767,63588.67775,65160.42553,57692.36318,36236.17984,39414.00254,38334.47704,42156.34509,42731.85589,41615.72267,42864.90293,41990.21173,42285.29786,41324.14787,0,0,0,0,0,0,0,0,0,0,0,0
206.0813076 @ 237.0346790012796,123145.6015,97697.08245,89947.69074,50310.61387,71832.76633,83624.83536,0,0,13433.49248,55742.10699,51746.1247,56630.53352,47028.56312,53707.32327,45757.95294,50288.41569,49481.42374,49741.75931,70649.24406,62736.08196,59332.53564,65363.36248,46836.19103,34436.12893,57291.65213,35158.34253,35254.47073,40822.83845,34840.95889,32788.81016,38638.27467,48244.35506,48991.71331,34635.17845,36816.44682,38664.7221,43647.47887,41319.60024,40343.93358,51520.45566,42178.70461,33397.76678,44524.14073,46767.34735,47337.44346,37511.59106,29789.33696,31362.88485,29598.75455,29330.63958,29478.37272,27902.64298,28817.05039,27057.19052,25994.58747,0,0,0,0,0,0,0,0,0,0,0,0
279.0918181 @ 392.1589211841437,46446.84298,47749.86841,50945.67882,43326.32518,41731.19853,44335.14144,39877.91667,43896.97989,32751.90888,47617.20748,48730.69502,48118.99005,50958.4224,44791.73944,48820.90186,41909.79362,41550.11045,44141.97903,44212.54647,42783.18483,43657.09502,49671.96475,49751.01186,41215.06623,35844.58059,42504.02558,38962.70231,47253.63016,48634.03203,43442.1936,48382.4267,52557.8811,50945.51606,43751.50693,51359.56613,50963.35928,44217.29986,39177.45125,44904.62851,29193.00401,45541.80207,43665.08696,55117.43032,37504.69336,47884.71752,44250.94519,41983.87856,39925.29176,36762.47392,35497.17245,34991.5653,34515.56991,34981.60131,37814.43014,36021.57073,28249.45598,25231.08949,36337.4997,36971.97067,35598.21799,34129.30906,266437.9819,75939.95121,83292.28677,72227.86572,61413.44282,52970.58356
315.0711101 @ 156.6831367929308,188494.2643,135791.6691,123964.662,155883.4115,89687.30882,118765.6299,78633.58633,168800.7078,162056.922,21134.42405,19595.80947,20342.15997,60723.02387,68028.39667,61295.95564,98238.79775,94691.89227,95971.17203,49792.45012,41369.98292,25400.88196,85257.06226,44377.33413,32551.63711,35803.51306,22473.14729,23659.53401,36817.69619,33870.26007,31917.17671,72630.64706,68102.58192,48073.90506,40125.18851,43159.11835,43121.85664,65410.04735,56854.38071,53792.30305,87286.37795,68532.04719,57938.24013,18599.27195,20232.41514,20035.42124,22958.89875,17662.94583,19105.93204,45769.87356,44369.95029,45877.43346,42896.00401,43504.74962,44220.21346,43881.04733,0,0,0,1533.933321,0,0,0,0,0,0,0,0
329.1478597 @ 200.8446350968327,485159.0668,477458.2364,489026.7332,470290.4315,450478.7749,474427.428,466090.4103,465753.8739,463398.7749,604530.1381,606740.2544,599516.0734,548983.6876,542236.2621,542343.5904,495911.6,503925.697,519984.0495,579677.3854,558119.8757,571162.1942,478694.9175,474331.0441,464008.9829,489336.2525,500315.7566,481322.0021,526541.467,513961.7877,524224.2575,583927.6783,574282.7229,575172.864,537606.7113,547200.7503,556059.9209,509863.9122,516064.2875,505897.9471,537677.5875,528330.4692,524596.3676,706524.0475,724817.1841,616623.1158,559689.1326,579813.1261,565574.4425,528404.1344,513576.3012,507768.4785,507345.549,495946.0595,503990.4149,485854.9368,0,0,0,0,0,0,0,0,0,0,0,0
439.1864854 @ 337.4694212959449,0,0,0,0,1046.055028,0,0,0,0,3925.323147,8816.075927,3666.401283,5914.386237,3880.408837,5556.94035,7853.766971,6896.885273,7047.174854,0,0,1164.191855,0,3069.927328,3937.100304,3046.874265,8090.109247,6545.707388,5075.158996,3994.023754,6388.095452,0,2094.982503,749.6535964,1956.695187,3225.486025,713.8876112,458.6057868,852.3386973,3145.056795,2473.813411,5547.081361,3276.735728,6625.702071,7355.928149,2029.690519,3507.59173,1550.574743,3104.40776,8271.143798,7232.822136,7384.603099,7293.015827,7668.809013,7248.3588,6963.182152,0,0,0,0,0,0,0,0,0,0,0,0
355.105698 @ 237.6502222425406,541556.2107,406912.3418,378208.1872,198287.717,236138.3459,254280.7985,433132.7857,507593.5558,433376.0716,321974.381,306277.6121,313382.1446,223750.5927,242973.0842,221089.6633,134351.0748,130194.3983,129412.0347,327981.0336,288514.0253,260969.1632,199973.0542,137520.2307,110331.4047,278284.1308,203259.6347,204633.0647,178586.8543,166758.7544,158000.6133,500599.0843,454205.477,481683.6294,254431.4554,258526.0819,267365.104,195483.7717,180782.7262,175352.3628,227221.7407,197978.3517,171656.6919,260235.1444,272072.7783,269891.5645,145163.8536,120753.027,127496.1228,248768.7271,239807.1686,254069.0345,257937.6488,259679.8451,265778.8008,262274.2305,0,0,0,133.1775996,0,0,0,0,0,0,0,0
132.0293868 @ 22.60607918508058,105893.5299,88188.88463,112548.6437,16876.1302,68879.16131,18991.14009,15993.39477,52632.07692,9402.07365,142532.7846,130459.4958,138605.4138,96498.49162,116067.4717,106355.3961,105487.4822,64652.78035,100959.9512,80647.4263,74760.31924,69053.75649,35952.52344,70468.78139,55649.75424,59873.3402,70966.53949,69883.33156,104949.0287,96249.00418,84406.61544,8021.14835,61823.64932,77057.3191,60049.05706,69542.94286,68469.63754,42704.00258,44259.54805,32405.27782,51398.6493,90103.41246,82594.6184,48229.72606,83596.35779,73896.85107,37308.17804,51927.43717,54408.44012,38398.36692,39218.11068,39778.59667,38229.32516,32140.72524,36374.04788,36812.276,0,0,0,0,0,0,0,0,0,0,0,0
132.0292245 @ 201.8206045465884,35854.98363,45458.43636,26504.35276,5030.540489,26034.65645,13164.4873,48418.50994,15929.63854,25188.61723,26468.88753,26893.70559,24590.33413,20262.823,23036.58322,22619.4725,20852.1319,18653.4401,19103.73321,17436.4447,27477.37621,23905.9391,2613.173679,9399.147914,13851.97744,20601.4049,12728.12989,17436.9027,20970.39052,20906.00786,19640.37316,8924.792211,22268.52202,31563.90426,13521.37258,17728.24423,17484.28809,22388.12382,18036.79498,18585.64319,29503.38053,22447.95346,11554.89029,11718.13562,19960.78759,10555.62974,12841.48153,15436.13825,9737.06049,23097.68259,22107.21679,21582.02464,21266.89997,21619.48371,21829.26725,20463.31779,0,0,0,0,0,0,0,0,0,0,0,0
730.3970915 @ 306.9952545575222,56152.90123,56307.41239,58545.02042,59245.23344,59102.07761,61982.41914,59397.64338,58756.36785,58190.88476,52756.10415,54167.4983,53636.46013,58690.97746,58979.3979,58937.23028,58895.59824,60723.4999,62418.76273,54159.78053,53534.39228,54191.33435,74385.37138,72924.95,70864.90542,54385.5565,54360.33048,53130.84101,59697.62606,58514.46068,58763.50065,71754.36583,72667.22271,72424.81832,66954.2692,66339.78167,67139.84843,70820.68516,71033.73055,69799.27129,70726.62613,68929.75292,67723.71224,64552.65612,68930.18466,55385.90781,63167.92824,63824.57385,62418.16525,71395.49622,69043.9122,69136.61432,70408.60008,68926.22068,69221.39563,67475.79124,169878.4014,170834.7341,166636.5783,163905.2178,164671.0189,156662.1036,0,0,0,0,0,0
166.0855697 @ 54.55568345391985,8596664.002,8510461.239,8813889.074,7779551.522,7400574.935,7916569.14,8550133.27,8560142.144,8540214.769,9789562.025,9879377.204,9769305.995,9249715.744,9192024.344,9216257.387,8076979.295,8423372.884,8586730.438,8843819.506,8472584.123,8806744.847,8412602.451,8138295.445,7962048.132,8268155.745,8378449.943,8268986.367,9355461.002,9195171.202,9452087.153,9438275.576,9584570.415,9483245.922,8943328.987,9114409.136,9264366.487,8224184.744,8168489.752,8210044.582,9422879.94,9170531.071,9077326.022,11525424.73,11896579.84,10314089.01,9039064.631,9287709.243,9243109.833,5440368.805,5474638.812,5316494.505,5574317.1,5492660.318,5605983.912,5494462.464,1215.558087,3614.616058,1608.201648,1886.214643,954.7107963,1539.93323,0,0,0,331.9978399,0,0
313.237381 @ 431.7517661506671,13342.58417,37507.05524,23547.38122,20210.99672,41109.01568,22521.65243,0,0,0,40762.64743,41474.4426,42097.33654,43707.29543,42534.59014,43132.6752,49361.93007,48598.52029,48728.31392,47408.6726,50461.23867,47072.67028,29101.51817,31122.62435,30686.54265,43847.65945,40532.67976,40776.83048,40740.62814,41032.03106,39504.42262,39008.58919,43325.87533,24816.81909,51321.70124,51875.68259,53670.04032,42878.73633,27232.16953,41651.92231,50438.42285,49116.66882,49902.48191,51092.78269,51971.0288,52812.23813,54855.52496,50923.72152,52991.4901,53081.72497,51669.48019,52313.30942,50021.22352,48585.73345,46557.22713,48176.62621,0,82.86485518,0,0,0,0,0,0,0,0,0,0
243.1326371 @ 196.4699239717846,414799.6301,226207.2765,234904.098,222789.4567,218175.4891,232242.8999,231323.3825,228785.251,231963.6797,253398.0673,246499.6876,256089.115,260683.1243,271269.0066,261435.2951,257760.6781,252932.4521,482748.384,204531.8586,202239.1033,208145.9728,225880.3892,219912.682,208432.0317,221960.1091,211722.0518,211683.3366,218234.7536,207434.421,208317.8439,289803.7517,499439.1303,293120.1506,250929.4581,240575.3883,259573.9841,238484.6755,237838.4684,236873.1622,241538.2312,229827.5772,234072.7082,301737.2467,303751.9772,267830.9484,243848.6615,239747.6978,238017.5686,433515.8905,419544.3855,412878.3033,420588.4817,401016.5299,420174.799,409919.5146,0,0,0,0,0,0,0,0,0,0,0,0
165.0396326 @ 22.87103471721038,911537.0591,607482.2464,559899.2604,635255.3379,285174.3754,417062.0752,1097284.234,1142596.202,699892.0199,222936.3264,210743.0493,212093.4148,177017.3023,204796.3429,181982.9739,229028.3051,230243.9623,230413.5294,568658.4199,434791.831,389775.5593,502169.524,215809.1605,155724.1558,252587.5425,148285.3486,147043.6407,193238.6063,174974.1955,158631.6613,513889.9338,438265.7997,475827.0769,155457.9784,164039.027,171344.7794,283300.4751,259968.9681,231244.4249,358183.8109,284107.6187,219077.2188,173021.7909,184402.0742,182287.9338,188965.0297,151793.6023,166626.2605,93078.77747,87532.99293,88277.04706,82902.65577,84583.19294,84911.54278,85688.03291,59.01741167,47.0405828,73.15765994,152.6498306,0,107.6676662,0,0,0,0,0,0
